S.NO,"D.O DATE",S.LINE,"BILLED TO","SHIP NO","ADVANCE 1","CON NO.",SIZE,FROM,TO,"VEHICLE NO.","CON PICKUP DATE","CON OFFLOAD DATE","S.LINE HANDLE BY","TRANSPORT NAME","TRPT FREIGHT",REMARKS,"L FREIGHT","L INVO NO","L INVO DATE","REMARKS 2","CREDIT NOTE AMT","CREDIT NOTE NO","CREDIT NOTE DATE"
585,18/04/24,MSC,,,,p,40,SONIPAT,DICT,,,,,,,,,,,,,,
586,18/04/24,MSC,,,,p,40,SONIPAT,DICT,,,,,,,,,,,,,,
587,18/04/24,MSC,,,,p,40,SONIPAT,DICT,,,,,,,,,,,,,,
588,18/04/24,MSC,,,,p,40,SONIPAT,DICT,,,,,,,,,,,,,,
589,18/04/24,MSC,,,,p,40,SONIPAT,DICT,,,,,,,,,,,,,,
590,19/04/24,TASS,,,,TLXU3013788,20,REWARI,JAIPUR,RJ01GB2702,,,,SBCM,2350,,,,,,,,
591,19/04/24,TASS,,,,TLXU3013970,20,REWARI,JAIPUR,RJ01GB2702,,,,SBCM,2350,,,,,,,,
592,19/04/24,TASS,,,,TLXU2020165,20,BAWAL,JAIPUR,RJ42GA1967,,,,HINDUSTAN,4500,,,,,,,,
593,20/04/24,EMRATES,,,,TCLU5195860,40,UNI/PATHLI,DADRI,HR55U0451,,,,AMMRENDER,7500,,,,,,,,
594,20/04/24,EMRATES,,,,FSCU9908240,40,UNI/PATHLI,DADRI,NL01L2721,,,,SANGAM,7000,,,,,,,,
595,20/04/24,EMRATES,,,,DRYU9262283,40,UNI/PATHLI,DADRI,NL01AG9165,,,,AMRENDER,7500,,,,,,,,
596,20/04/24,EMRATES,,,,DRYU9642088,40,UNI/PATHLI,DADRI,NL01L0318,,,,SANGAM,7000,,,,,,,,
597,20/04/24,EMRATES,,,,ESPU8050007,40,UNI/PATHLI,DADRI,HR69C7777,,,,"RAY TRPT",7500,,,,,,,,
598,22/04/24,TASS,,,,TLXU2012405,20,PIYALA,DADRI,NL01L2325,,,,BC,2500,,,,,,,,
599,22/04/24,TASS,,,,BSIU2366779,20,PIYALA,DADRI,NL01L2325,,,,BC,2500,,,,,,,,
600,22/04/24,TASS,,,,TLXU2016437,20,GDL,NK/PATHLI,HR58B8261,,,,BC,950,,,,,,,,
601,22/04/24,TASS,,,,BSIU2260853,20,GDL,NK/PATHLI,HR58B8261,,,,BC,950,,,,,,,,
602,22/04/24,EMRATES,,,,TGHU9277269,40,UNI/PATHLI,DADRI,HR38V7269,,,,"RAY TRPT",7000,,,,,,,,
603,22/04/24,EMRATES,,,,ESDU4025668,40,UNI/PATHLI,DADRI,HR58B8261,,,,BC,7000,,,,,,,,
604,22/04/24,EMRATES,,,,ESDU7003235,40,UNI/PATHLI,DADRI,NL01L2325,,,,BC,7000,,,,,,,,
605,22/04/24,EMRATES,,,,TEMU8485500,40,UNI/PATHLI,DADRI,HR38W5911,,,,"SK LOG",7000,,,,,,,,
606,22/04/24,EMRATES,,,,ESDU7016187,40,UNI/PATHLI,DADRI,NL01L0318,,,,SANGAM,7000,,,,,,,,
607,22/04/24,EMRATES,,,,ESDU4028060,40,UNI/PATHLI,DADRI,HR38U9077,,,,"RAY TRPT",7000,,,,,,,,
608,22/04/24,EMRATES,,,,ESDU4084514,40,UNI/PATHLI,DADRI,HR55U3858,,,,SK,7000,,,,,,,,
609,22/04/24,EMRATES,,,,TEMU8441604,40,UNI/PATHLI,DADRI,HR55X6887,,,,SK,7000,,,,,,,,
610,22/04/24,EMRATES,,,,TCNU7906862,40,UNI/PATHLI,DADRI,HR58B8761,,,,BC,7000,,,,,,,,
611,22/04/24,EMRATES,,,,ESDU4032601,40,UNI/PATHLI,DADRI,HR38U9077,,,,"RAY TRPT",7000,,,,,,,,
612,22/04/24,MSC,,,,TEMU8358634,40,KASHIPUR,MORADABAD,NL01K8033,,,,DLPL,6000,,,,,,,,
613,22/04/24,MSC,,,,DFSU7780833,40,KASHIPUR,MORADABAD,NL01G8654,,,,DLPL,6000,,,,,,,,
614,22/04/24,MSC,,,,TRHU7064496,40,KASHIPUR,MORADABAD,NL01G8654,,,,DLPL,6000,,,,,,,,
615,22/04/24,MSC,,,,TRHU8477827,40,KASHIPUR,MORADABAD,NL01L1628,,,,DLPL,6000,,,,,,,,
616,22/04/24,MSC,,,,MEDU7841476,40,KASHIPUR,MORADABAD,NL01K8033,,,,DLPL,6000,,,,,,,,
617,22/04/24,MSC,,,,TGBU7807659,40,KASHIPUR,MORADABAD,NL01K8033,,,,DLPL,6000,,,,,,,,
618,22/04/24,MSC,,,,MSDU6032854,40,KASHIPUR,MORADABAD,NL01G8654,,,,DLPL,6000,,,,,,,,
619,22/04/24,MSC,,,,TCLU5514973,40,KASHIPUR,MORADABAD,UK06CB0297,,,,DLPL,6000,,,,,,,,
620,22/04/24,MSC,,,,MSDU8343290,40,KASHIPUR,MORADABAD,UK06CA9807,,,,DLPL,6000,,,,,,,,
621,22/04/24,MSC,,,,MSDU8332819,40,KASHIPUR,MORADABAD,HR55N3447,,,,DLPL,6000,,,,,,,,
622,22/04/24,CMA,,EAMC2402430,,APHU7309620,40,DICT,LUDHIANA,NL01L0039,,,,"JAY KUMAR",18000,,,,,,,,
623,22/04/24,CMA,,EAMC2402430,,APHU7079889,40,DICT,LUDHIANA,NL01AG8695,,,,"JAY KUMAR",18000,,,,,,,,
624,22/04/24,CMA,,EAMC2402430,,TCNU5853465,40,DICT,LUDHIANA,NL01Q2078,,,,"NISHA ROADLINE",18000,,,,,,,,
625,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
626,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
627,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
628,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
629,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
630,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
631,22/04/24,CMA,,EAMC2402430,,CANCEL,40,DICT,LUDHIANA,CANCEL,,,,,,,,,,,,,
632,22/04/24,CMA,,EAMC2402426,,CMAU0905863,20,GDL,JODHPUR,RJ01GB7677,,,,DHARMENDER,16000,,,,,,,,
633,22/04/24,CMA,,EAMC2402426,,CMAU0218337,20,GDL,JODHPUR,RJ01GB7677,,,,DHARMENDER,16000,,,,,,,,
634,22/04/24,CMA,,EAMC2402426,,ECMU1802292,20,GDL,JODHPUR,RJ09GC7037,,,,"DEV KRIPA",16000,,,,,,,,
635,22/04/24,CMA,,EAMC2402426,,TRHU3205240,20,GDL,JODHPUR,RJ09GC7037,,,,"DEV KRIPA",16000,,,,,,,,
636,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
637,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
638,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
639,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
640,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
641,22/04/24,CMA,,EAMC2402426,,CANCEL,20,GDL,JODHPUR,CANCEL,,,,,,,,,,,,,
642,22/04/24,MSC,,,,MEDU3991328,20,PALWAL,SONIPAT,NL01AC7739,,,,SANTOSH,4750,,,,,,,,
643,22/04/24,MSC,,,,MEDU5442939,20,PALWAL,SONIPAT,NL01AC7739,,,,SANTOSH,4750,,,,,,,,
644,22/04/24,MSC,,,,MSCU6649293,20,PALWAL,SONIPAT,HR55S6258,,,,GULJARI,4750,,,,,,,,
645,22/04/24,MSC,,,,MEDU6983877,20,PALWAL,SONIPAT,HR55S6258,,,,GULJARI,4750,,,,,,,,
646,22/04/24,MSC,,,,MEDU5324535,20,PALWAL,SONIPAT,HR55SR3372,,,,MMT,4750,,,,,,,,
647,22/04/24,MSC,,,,MEDU6981323,20,PALWAL,SONIPAT,HR55SR3372,,,,MMT,4750,,,,,,,,
648,22/04/24,MSC,,,,FBIU0492681,20,PALWAL,SONIPAT,HR55U7328,,,,PATHAK,4750,,,,,,,,
649,22/04/24,MSC,,,,TCLU7635130,20,PALWAL,SONIPAT,HR55U7328,,,,PATHAK,4750,,,,,,,,
650,22/04/24,MSC,,,,MEDU2992973,20,PALWAL,SONIPAT,NL01AG3638,,,,PATHAK,4750,,,,,,,,
651,22/04/24,MSC,,,,MSMU1967590,20,PALWAL,SONIPAT,NL01AG3638,,,,PATHAK,4750,,,,,,,,
652,22/04/24,TASS,,,,BSIU9151556,40,PIYALA,DADRI,HR55S3708,,,,KARAN,5000,,,,,,,,
653,22/04/24,PIL,,,,PCIU8633561,40,MDPT,GDL,GJ12BT2625,,,,MDL,,,,,,,,,
654,22/04/24,PIL,,,,PCIU9164480,40,MDPT,GDL,GJ12BY0843,,,,MDL,,,,,,,,,
655,22/04/24,PIL,,,,P,40,MDPT,GDL,,,,,,,,,,,,,,
656,22/04/24,PIL,,,,P,40,MDPT,GDL,,,,,,,,,,,,,,
657,22/04/24,PIL,,,,P,40,MDPT,GDL,,,,,,,,,,,,,,
658,23/04/24,MSC,,,,TGCU0233260,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
659,23/04/24,MSC,,,,CAXU9170151,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
660,23/04/24,MSC,,,,TCLU5229826,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
661,23/04/24,MSC,,,,CAIU7588979,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
662,23/04/24,MSC,,,,MEDU7816149,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
663,23/04/24,MSC,,,,MSMU7500576,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
664,23/04/24,MSC,,,,MEDU7086971,40,SONIPAT,BARHI,HR58B9442,,,,"SHARMA TRNSPOT",3000,,,,,,,,
665,23/04/24,MSC,,,,BEAU4238674,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
666,23/04/24,MSC,,,,TCNU1429000,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
667,23/04/24,MSC,,,,MSMU5112910,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
668,23/04/24,MSC,,,,MEDU7131920,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
669,23/04/24,MSC,,,,MSMU5333269,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
670,23/04/24,MSC,,,,BMOU4672962,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
671,23/04/24,MSC,,,,MEDU9463884,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
672,23/04/24,MSC,,,,MSNU7293282,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
673,23/04/24,MSC,,,,MSCU5247134,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
674,23/04/24,MSC,,,,MEDU7451924,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
675,23/04/24,MSC,,,,CARU9775316,40,SONIPAT,BARHI,HR69C0179,,,,"SHARMA TRNSPOT",3000,,,,,,,,
676,23/04/24,MSC,,,,MEDU4508944,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
677,23/04/24,MSC,,,,CAIU8223810,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
678,23/04/24,MSC,,,,TCLU5280371,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
679,23/04/24,MSC,,,,MSNU7406835,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
680,23/04/24,MSC,,,,TGBU7952723,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
681,23/04/24,MSC,,,,MSMU8469726,40,SONIPAT,BARHI,HR69C0179,,,,"SHARMA TRNSPOT",3000,,,,,,,,
682,23/04/24,MSC,,,,TLLU8548764,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
683,23/04/24,MSC,,,,CAIU4765324,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
684,23/04/24,MSC,,,,MSMU5271022,40,SONIPAT,BARHI,HR69C0179,,,,"SHARMA TRNSPOT",3000,,,,,,,,
685,23/04/24,MSC,,,,MEDU8996960,40,SONIPAT,BARHI,HR69C0189,,,,"SHARMA TRNSPOT",3000,,,,,,,,
686,23/04/24,MSC,,,,TCNU8169369,40,SONIPAT,BARHI,HR73A6208,,,,"SHARMA TRNSPOT",3000,,,,,,,,
687,23/04/24,MSC,,,,P,40,SONIPAT,BARHI,,,,,,,,,,,,,,
688,24/04/24,EMRATES,,,,GESU3456724,40,PATHLI,SONIPAT,HR55AC0354,,,,SONU,3750,,,,,,,,
689,24/04/24,EMRATES,,,,ESDU1240501,40,PATHLI,SONIPAT,HR55AC0354,,,,SONU,3750,,,,,,,,
690,24/04/24,EMRATES,,,,DRYU2386169,40,PATHLI,SONIPAT,HR55X6068,,,,RTC,3750,,,,,,,,
691,24/04/24,EMRATES,,,,DRYU2908978,40,PATHLI,SONIPAT,HR55X6068,,,,RTC,3750,,,,,,,,
692,24/04/24,EMRATES,,,,DRYU2926483,40,PATHLI,SONIPAT,HR55AC4187,,,,SONU,3750,,,,,,,,
693,24/04/24,EMRATES,,,,DFSU1563830,40,PATHLI,SONIPAT,HR55AC4187,,,,SONU,3750,,,,,,,,
694,24/04/24,EMRATES,,,,ESDU3305807,40,PATHLI,SONIPAT,HR55V0354,,,,SONU,3750,,,,,,,,
695,24/04/24,EMRATES,,,,ESDU1251954,40,PATHLI,SONIPAT,HR55V0354,,,,SONU,3750,,,,,,,,
696,24/04/24,EGI,,,,EMCU8430598,40,DADRI,GDL,HR58B8261,,,,BC,6000,,,,,,,,
697,24/04/24,EGI,,,,TRHU8973473,40,DADRI,GDL,HR38W5911,,,,"SK LOG",6000,,,,,,,,
698,24/04/24,EGI,,,,EITU9384955,40,DADRI,GDL,HR55U3858,,,,"SK LOG",6000,,,,,,,,
699,24/04/24,EGI,,,,TXGU5546610,40,DADRI,GDL,HR55W6887,,,,"SK LOG",6000,,,,,,,,
700,24/04/24,EGI,,,,EITU1281760,40,DADRI,GDL,HR38U9077,,,,"RAI TRPT",6000,,,,,,,,
701,24/04/24,EGI,,,,DRYU9258030,40,DADRI,GDL,NL01AG3461,,,,"RAI TRPT",6000,,,,,,,,
702,24/04/24,CMA,,EAMC2402516,,CMAU7888161,40,DADRI,PALWAL,NL01AG9554,,,,JITENDER,4500,,,,,,,,
703,24/04/24,CMA,,EAMC2402516,,TEMU7401063,40,DADRI,PALWAL,NL01AG1247,,,,JITENDER,4500,,,,,,,,
704,24/04/24,CMA,,EAMC2402516,,GESU6530039,40,DADRI,PALWAL,HR38U9077,,,,"RAI TRPT",4500,,,,,,,,
705,24/04/24,CMA,,EAMC2402516,,CMAU7070452,40,DADRI,PALWAL,NL01L0090,,,,OJHA,4500,,,,,,,,
706,24/04/24,CMA,,EAMC2402516,,CMAU5674670,40,DADRI,PALWAL,NL01AG3461,,,,"RAI TRPT",4500,,,,,,,,
707,24/04/24,CMA,,EAMC2402522,,TCNU2244866,40,BARHI,JODHPUR,RJ19GG6099,,,,RAJDHANI,17000,,,,,,,,
708,24/04/24,CMA,,EAMC2402522,,BMOU640279,40,BARHI,JODHPUR,RJ36GA3314,,,,RAJDHANI,17000,,,,,,,,
709,24/04/24,CMA,,EAMC2402522,,SEGU6434359,40,BARHI,JODHPUR,GJ12AZ7267,,,,RAJDHANI,17000,,,,,,,,
710,24/04/24,CMA,,EAMC2402522,,BEAU4063154,40,BARHI,JODHPUR,GJ12BZ0388,,,,RAJDHANI,17000,,,,,,,,
711,24/04/24,CMA,,EAMC2402522,,TGBU5064873,40,BARHI,JODHPUR,RJ19GG3374,,,,RAJDHANI,17000,,,,,,,,
712,24/04/24,CMA,,EAMC2402522,,GESU1381164,20,BARHI,JODHPUR,GJ08Y8085,,,,RAJDHANI,8500,,,,,,,,
713,24/04/24,CMA,,EAMC2402522,,APZU2100688,20,BARHI,JODHPUR,GJ08Y8085,,,,RAJDHANI,8500,,,,,,,,
714,24/04/24,MSC,,,,MSCU6570687,20,TKD,NK/TKD,NL01L0318,,,,,,,,,,,,,
715,24/04/24,MSC,,,,MSCU3240382,20,TKD,NK/TKD,NL01L0318,,,,,,,,,,,,,
716,24/04/24,MSC,,,,MSCU1486465,20,TKD,NK/TKD,NL01L0318,,,,,,,,,,,,,
717,24/04/24,MSC,,,,MSMU1704253,20,PALWAL,SONIPAT,HR55R3372,,,,MMT,4500,,,,,,,,
718,24/04/24,MSC,,,,CAIU6882973,20,PALWAL,SONIPAT,HR55R3372,,,,MMT,4500,,,,,,,,
719,24/04/24,MSC,,,,FCIU2637791,20,PALWAL,SONIPAT,HR55S6258,,,,GULJARI,4500,,,,,,,,
720,24/04/24,MSC,,,,DRYU2134613,20,PALWAL,SONIPAT,HR55S6258,,,,GULJARI,4500,,,,,,,,
721,24/04/24,MSC,,,,MSMU2599717,20,PALWAL,SONIPAT,HR55U4531,,,,PATHAK,4500,,,,,,,,
722,24/04/24,MSC,,,,MSMU1699516,20,PALWAL,SONIPAT,HR55U4531,,,,PATHAK,4500,,,,,,,,
723,24/04/24,MSC,,,,FCIU3092947,20,PALWAL,SONIPAT,HR55U7328,,,,PATHAK,4500,,,,,,,,
724,24/04/24,MSC,,,,MSDU2367680,20,PALWAL,SONIPAT,HR55U7328,,,,PATHAK,4500,,,,,,,,
725,24/04/24,MSC,,,,MSMU2336876,20,PALWAL,SONIPAT,NL01AG3638,,,,PATHAK,4500,,,,,,,,
726,24/04/24,MSC,,,,FBIU0191728,20,PALWAL,SONIPAT,NL01AG3638,,,,PATHAK,4500,,,,,,,,
727,24/04/24,TASS,,,,SEGU1967416,20,PIYALA,DADRI,HR58B8261,,,,BC,2500,,,,,,,,
728,24/04/24,TASS,,,,TLXU2022403,20,PIYALA,DADRI,HR58B8261,,,,BC,2500,,,,,,,,
729,25/04/24,TASS,,,,BSIU2860800,20,PIYALA,DADRI,NL0L0318,,,,BC,2500,,,,,,,,
730,25/04/24,TASS,,,,SEGU1326161,20,PIYALA,DADRI,NL0L0318,,,,BC,2500,,,,,,,,
731,25/04/24,MSC,,,,P,40,JATTIPUR,JCT/DADRI,,,,,,,,,,,,,,
732,25/04/24,EGI,,,,TCNU2144086,40,MBD,GDL,HR69C5924/DADRI,,,GJ12BZ8930/HINDUSTAN/5000/GDL,"RAMAN CARGO",4200,,,,,,,,
733,25/04/24,EGI,,,,FCIU7504071,40,MBD,GDL,NL01AG1246,,,,JITENDER,11000,,,,,,,,
734,25/04/24,MSC,,,,TCNU7951434,40,SONIPAT,PATHLI,HR55V0354,,,,SONU,5000,,,,,,,,
735,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
736,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
737,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
738,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
739,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
740,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
741,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
742,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
743,25/04/24,MSC,,,,P,40,SONIPAT,PATHLI,,,,,,,,,,,,,,
744,25/04/24,MSC,,,,TEMU7977167,40,SONIPAT,DADRI,NL01N3343,,,,"SK LOG",4500,,,,,,,,
745,25/04/24,MSC,,,,CXDU2058506,40,SONIPAT,DADRI,HR55W6887,,,,"SK LOG",4500,,,,,,,,
746,25/04/24,MSC,,,,MSMU8849407,40,SONIPAT,DADRI,NL01N3343,,,,"SK LOG",4500,,,,,,,,
747,25/04/24,MSC,,,,GLDU7370570,40,SONIPAT,DADRI,NL01AF6914,,,,SUBHASH,4500,,,,,,,,
748,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
749,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
750,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
751,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
752,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
753,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
754,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
755,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
756,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
757,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
758,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
759,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
760,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
761,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
762,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
763,25/04/24,MSC,,,,P,40,SONIPAT,DADRI,,,,,,,,,,,,,,
764,25/04/24,MSC,,,,TCNU1431190,40,PALWAL,DADRI,NL01AG1247,,,,JITENDER,5000,,,,,,,,
765,25/04/24,MSC,,,,MSMU4786743,40,PALWAL,DADRI,NL01AG9554,,,,JITENDER,5000,,,,,,,,
766,25/04/24,MSC,,,,MEDU4817291,40,PALWAL,DADRI,NL01AG9554,,,,JITENDER,5000,,,,,,,,
767,25/04/24,MSC,,,,MEDU7402030,40,PALWAL,DADRI,NL01AG1247,,,,JITENDER,5000,,,,,,,,
768,25/04/24,MSC,,,,MEDU7309674,40,PALWAL,DADRI,NL01L0090,,,,"OJHA JI",5000,,,,,,,,
769,25/04/24,MSC,,,,TCNU8181106,40,PALWAL,DADRI,HR38U9077,,,,SANTOSH,5000,,,,,,,,
770,25/04/24,MSC,,,,FFAU4147097,40,PALWAL,DADRI,NL01AG3461,,,,SANTOSH,5000,,,,,,,,
771,25/04/24,MSC,,,,MSMU7591215,40,PALWAL,DADRI,NL01Q4404,,,,DK,5000,,,,,,,,
772,25/04/24,MSC,,,,MSDU5022933,40,PALWAL,DADRI,NL01Q4324,,,,DK,5000,,,,,,,,
773,25/04/24,MSC,,,,MSDU7340358,40,PALWAL,DADRI,NL01Q4329,,,,DK,5000,,,,,,,,
774,25/04/24,MSC,,,,MSDU7071011,40,PALWAL,DADRI,HR69B6314,,,,DK,5000,,,,,,,,
775,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
776,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
777,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
778,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
779,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
780,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
781,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
782,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
783,25/04/24,MSC,,,,P,40,PALWAL,DADRI,,,,,,,,,,,,,,
784,25/04/24,EMRATES,,,,ESDU4032158,40,PATHLI,DADRI,HR63B4767,,,,"JAY KUMAR",7000,,,,,,,,
785,25/04/24,EMRATES,,,,ESDU4028899,40,PATHLI,DADRI,HR63D9889,,,,SUMANT,7000,,,,,,,,
786,25/04/24,EMRATES,,,,DRYU9879803,40,PATHLI,DADRI,HR58B8261,,,,BC,7000,,,,,,,,
787,25/04/24,EMRATES,,,,TCNU4389724,40,PATHLI,DADRI,HR38V7269,,,,"RAY TRPT",7000,,,,,,,,
788,25/04/24,EMRATES,,,,DFSU6965724,40,PATHLI,DADRI,HR46E5052,,,,"OJHA JI",7000,,,,,,,,
789,25/04/24,EMRATES,,,,DRYU9865374,40,PATHLI,DADRI,HR58B8261,,,,BC,7000,,,,,,,,
790,25/04/24,EMRATES,,,,P,40,PATHLI,DADRI,,,,,,,,,,,,,,
791,25/04/24,EMRATES,,,,P,40,PATHLI,DADRI,,,,,,,,,,,,,,
792,25/04/24,EMRATES,,,,P,40,PATHLI,DADRI,,,,,,,,,,,,,,
